Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Cesar.Talia,2018-06-12 02:54:25,00:26:04,Autoplayed: user action: Unspecified; ,"Vis a vis: Temporada 2: A un mono, dos pistolas (Capítulo 1)",,LG LG 2017 MStar M2R Standard DTV Smart TV,01:16:04,01:16:04,AR (Argentina)
Cesar.Talia,2018-06-12 01:40:25,02:11:25,Autoplayed: user action: User_Interaction; ,Vengadores: La era de Ultrón,,Chrome PC (Cadmium),02:13:49,02:13:49,AR (Argentina)
Cesar.Talia,2018-06-11 05:36:25,00:41:21,Autoplayed: user action: User_Interaction; ,Un lugar secreto,,Chrome PC (Cadmium),01:50:37,01:50:37,AR (Argentina)
Cesar.Talia,2018-06-11 04:32:55,00:42:35,,Anatomía según Grey: Temporada 5: Ahora o nunca (Capítulo 24),,Chrome PC (Cadmium),00:42:35,00:42:35,AR (Argentina)
Cesar.Talia,2018-06-11 04:17:20,00:14:03,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Brindemos por el futuro (Capítulo 23),,Chrome PC (Cadmium),00:42:27,00:42:27,AR (Argentina)
Cesar.Talia,2018-06-11 03:34:27,00:42:37,Autoplayed: user action: None; ,Anatomía según Grey: Temporada 5: Un día marca una diferencia (Capítulo 22),,Chrome PC (Cadmium),00:42:38,00:42:38,AR (Argentina)
Cesar.Talia,2018-06-11 03:11:07,00:22:27,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Es difícil ofrecer disculpas (Capítulo 21),,Chrome PC (Cadmium),00:42:41,00:42:41,AR (Argentina)
Cesar.Talia,2018-06-11 02:28:39,00:42:25,Autoplayed: user action: None; ,Anatomía según Grey: Temporada 5: Dulce rendición (Capítulo 20),,Chrome PC (Cadmium),00:42:43,00:42:43,AR (Argentina)
Cesar.Talia,2018-06-11 02:21:58,00:47:03,Autoplayed: user action: Unspecified; ,"Vis a vis: Temporada 2: A un mono, dos pistolas (Capítulo 1)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:50:01,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-11 01:45:52,00:42:41,,Anatomía según Grey: Temporada 5: Carta de amor en el ascensor (Capítulo 19),,Chrome PC (Cadmium),00:42:41,00:42:41,AR (Argentina)
Cesar.Talia,2018-06-11 01:34:18,00:11:29,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Quédate a mi lado (Capítulo 18),,Chrome PC (Cadmium),00:42:30,00:42:30,AR (Argentina)
Cesar.Talia,2018-06-11 01:23:38,00:09:31,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Te seguiré hacia la oscuridad (Capítulo 17),,Chrome PC (Cadmium),00:42:27,00:42:27,AR (Argentina)
Cesar.Talia,2018-06-10 18:58:50,00:42:39,,Anatomía según Grey: Temporada 5: Un error honesto (Capítulo 16),,Chrome PC (Cadmium),00:42:39,00:42:39,AR (Argentina)
Cesar.Talia,2018-06-10 18:18:14,00:40:24,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Antes y después (Capítulo 15),,Chrome PC (Cadmium),00:42:27,00:42:27,AR (Argentina)
Cesar.Talia,2018-06-10 18:03:33,00:12:50,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Los latidos de tu corazón (Capítulo 14),,Chrome PC (Cadmium),00:42:27,00:42:27,AR (Argentina)
Cesar.Talia,2018-06-10 05:47:54,00:43:24,Autoplayed: user action: None; ,Anatomía según Grey: Temporada 5: Escalera al cielo (Capítulo 13),,Chrome PC (Cadmium),00:42:31,00:42:31,AR (Argentina)
Cesar.Talia,2018-06-10 05:05:10,00:42:39,Autoplayed: user action: None; ,Anatomía según Grey: Temporada 5: Simpatía por el diablo (Capítulo 12),,Chrome PC (Cadmium),00:42:40,00:42:40,AR (Argentina)
Cesar.Talia,2018-06-10 04:40:46,00:24:17,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Desearía que estuvieras aquí (Capítulo 11),,Chrome PC (Cadmium),00:42:35,00:42:35,AR (Argentina)
Cesar.Talia,2018-06-10 04:28:29,00:12:09,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Por mi cuenta (Capítulo 10),,Chrome PC (Cadmium),00:42:32,00:42:32,AR (Argentina)
Cesar.Talia,2018-06-10 03:44:11,00:42:42,,Anatomía según Grey: Temporada 5: A la media noche (Capítulo 9),,Chrome PC (Cadmium),00:42:42,00:42:42,AR (Argentina)
Cesar.Talia,2018-06-10 03:26:01,00:17:05,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Lazos que atan (Capítulo 8),,Chrome PC (Cadmium),00:17:05,00:17:05,AR (Argentina)
Cesar.Talia,2018-06-10 02:58:00,00:02:58,Autoplayed: user action: None; ,"Vis a vis: Temporada 2: A un mono, dos pistolas (Capítulo 1)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:02:58,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-10 02:14:12,00:34:06,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 1: El principio de las tortugas (Capítulo 11),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:13:51,01:13:51,AR (Argentina)
Cesar.Talia,2018-06-10 01:00:13,00:53:20,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 1: Gato gris (Capítulo 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:19:45,01:19:45,AR (Argentina)
Cesar.Talia,2018-06-09 11:48:45,00:09:04,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 1: Gato gris (Capítulo 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:11:30,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-09 11:40:15,00:06:59,,"Vis a vis: Temporada 1: Negra, negrita, negrata (Capítulo 9)",,LG LG 2017 MStar M2R Standard DTV Smart TV,01:08:33,01:08:33,AR (Argentina)
Cesar.Talia,2018-06-09 11:39:15,00:00:22,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 1: Gato gris (Capítulo 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:22,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-09 04:54:36,00:09:32,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 6: Yo vi lo que vi (Capítulo 6),,Chrome PC (Cadmium),00:09:32,00:09:32,AR (Argentina)
Cesar.Talia,2018-06-09 04:04:53,00:42:26,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 6: Invasión (Capítulo 5),,Chrome PC (Cadmium),00:42:26,00:42:26,AR (Argentina)
Cesar.Talia,2018-06-09 03:19:56,00:42:30,,Anatomía según Grey: Temporada 6: Obligación condicionada (Capítulo 4),,Chrome PC (Cadmium),00:42:30,00:42:30,AR (Argentina)
Cesar.Talia,2018-06-09 02:56:37,00:23:14,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 6: (Siempre siento que) alguien me observa (Capítulo 3),,Chrome PC (Cadmium),00:42:27,00:42:27,AR (Argentina)
Cesar.Talia,2018-06-08 21:31:13,00:42:08,Autoplayed: user action: Unspecified; ,"Vis a vis: Temporada 1: Negra, negrita, negrata (Capítulo 9)",,LG LG 2017 MStar M2R Standard DTV Smart TV,01:05:11,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-08 03:45:51,00:22:07,Autoplayed: user action: None; ,"Vis a vis: Temporada 1: Negra, negrita, negrata (Capítulo 9)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:25:09,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-08 03:12:24,00:33:21,,Vis a vis: Temporada 1: Pretty Woman (Capítulo 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:18:01,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-08 02:13:37,00:00:05,,Orange Is the New Black: Temporada 1: Tipos altos con sentimientos (Capítulo 11),,Chrome PC (Cadmium),00:01:27,00:01:27,AR (Argentina)
Cesar.Talia,2018-06-08 01:20:38,00:51:07,,Orange Is the New Black: Temporada 1: Bora Bora Bora (Capítulo 10),,Chrome PC (Cadmium),00:52:29,00:52:29,AR (Argentina)
Cesar.Talia,2018-06-08 01:14:17,00:06:20,Autoplayed: user action: User_Interaction; ,Orange Is the New Black: Temporada 1: Gracias por nada (Capítulo 9),,Chrome PC (Cadmium),00:57:34,00:57:34,AR (Argentina)
Cesar.Talia,2018-06-07 23:55:09,00:50:58,,Orange Is the New Black: Temporada 1: Gracias por nada (Capítulo 9),,Android DefaultWidevineL3Phone Android Phone,00:51:14,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-07 21:12:34,00:00:03,,Orange Is the New Black: Temporada 1: Gracias por nada (Capítulo 9),,Chrome PC (Cadmium),00:00:18,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-07 20:55:21,00:26:55,,Vis a vis: Temporada 1: Pretty Woman (Capítulo 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:44:41,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-07 19:59:30,00:56:08,Autoplayed: user action: User_Interaction; ,Orange Is the New Black: Temporada 1: La mula de Moscú (Capítulo 8),,Chrome PC (Cadmium),00:57:28,00:57:28,AR (Argentina)
Cesar.Talia,2018-06-07 19:47:59,00:00:02,,Orange Is the New Black: Temporada 1: Malditas rosquillas (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:00:02,00:00:02,AR (Argentina)
Cesar.Talia,2018-06-07 19:33:23,00:13:49,,Orange Is the New Black: Temporada 1: Malditas rosquillas (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:55:58,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-07 16:08:08,00:05:39,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 1: Pretty Woman (Capítulo 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:17:47,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-07 03:27:48,00:10:27,Autoplayed: user action: None; ,Vis a vis: Temporada 1: Pretty Woman (Capítulo 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:12:09,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-07 03:11:09,00:16:18,,Vis a vis: Temporada 1: A las 5 en punto de la tarde (Capítulo 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:15:56,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-06 21:18:33,00:18:49,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 1: A las 5 en punto de la tarde (Capítulo 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:59:39,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-06 20:45:19,00:22:30,,Orange Is the New Black: Temporada 1: Malditas rosquillas (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:42:05,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-06 20:15:33,00:19:52,,Orange Is the New Black: Temporada 1: Malditas rosquillas (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:19:36,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-06 19:16:35,00:54:23,,Orange Is the New Black: Temporada 1: Consejo femenino (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:57:10,00:57:10,AR (Argentina)
Cesar.Talia,2018-06-06 07:45:20,00:00:11,,Orange Is the New Black: Temporada 1: Consejo femenino (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:00:11,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-06 06:51:44,00:52:03,,Orange Is the New Black: Temporada 1: La gallina (Capítulo 5),,Android DefaultWidevineL3Phone Android Phone,00:53:16,00:53:16,AR (Argentina)
Cesar.Talia,2018-06-06 05:59:18,00:52:13,,Orange Is the New Black: Temporada 1: Enemigos imaginarios (Capítulo 4),,Android DefaultWidevineL3Phone Android Phone,00:53:10,00:53:10,AR (Argentina)
Cesar.Talia,2018-06-06 05:04:52,00:54:21,,Orange Is the New Black: Temporada 1: Pedido lésbico denegado (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:55:20,00:55:20,AR (Argentina)
Cesar.Talia,2018-06-06 04:53:47,00:00:08,,Orange Is the New Black: Temporada 1: Pedido lésbico denegado (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:00:08,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-06 04:44:24,00:08:50,,Orange Is the New Black: Temporada 1: Golpe de tetas (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:50:49,00:50:49,AR (Argentina)
Cesar.Talia,2018-06-06 04:05:51,00:24:50,,Orange Is the New Black: Temporada 1: Golpe de tetas (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:42:05,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-06 03:46:10,00:16:34,,Orange Is the New Black: Temporada 1: Golpe de tetas (Capítulo 2),,Chrome PC (Cadmium),00:17:56,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-06 02:57:51,00:47:44,Autoplayed: user action: User_Interaction; ,Orange Is the New Black: Temporada 1: No estaba preparada (Capítulo 1),,Chrome PC (Cadmium),00:50:05,00:50:05,AR (Argentina)
Cesar.Talia,2018-06-06 01:45:09,01:53:00,Autoplayed: user action: Unspecified; ,De mendigo a millonario,,LG LG 2017 MStar M2R Standard DTV Smart TV,01:53:00,01:53:00,AR (Argentina)
Cesar.Talia,2018-06-06 00:57:54,00:20:33,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 1: A las 5 en punto de la tarde (Capítulo 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:40:51,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 21:52:15,00:03:36,Autoplayed: user action: User_Interaction; ,Ni idea,,Chrome PC (Cadmium),00:03:36,00:03:36,AR (Argentina)
Cesar.Talia,2018-06-05 21:52:02,00:00:04,Autoplayed: user action: User_Interaction; ,Vaselina 2,,Chrome PC (Cadmium),00:12:12,00:12:12,AR (Argentina)
Cesar.Talia,2018-06-05 21:28:48,00:09:02,Autoplayed: user action: User_Interaction; ,Vaselina 2,,Chrome PC (Cadmium),00:12:08,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 20:33:52,00:19:49,,Anatomía según Grey: Temporada 6: (Siempre siento que) alguien me observa (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:19:13,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 20:18:19,00:13:53,,Anatomía según Grey: Temporada 6: Adiós (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:42:32,00:42:32,AR (Argentina)
Cesar.Talia,2018-06-05 19:37:41,00:29:26,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 6: Adiós (Capítulo 2),,Chrome PC (Cadmium),00:29:26,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 18:41:37,00:41:47,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 6: Duelo (Capítulo 1),,Chrome PC (Cadmium),00:42:17,00:42:17,AR (Argentina)
Cesar.Talia,2018-06-05 17:59:08,00:42:23,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Ahora o nunca (Capítulo 24),,Chrome PC (Cadmium),00:42:23,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 17:58:53,00:00:11,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Brindemos por el futuro (Capítulo 23),,Chrome PC (Cadmium),00:00:11,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 17:22:02,00:24:31,,Anatomía según Grey: Temporada 5: Brindemos por el futuro (Capítulo 23),,Android DefaultWidevineL3Phone Android Phone,00:42:25,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 07:11:26,00:18:43,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Brindemos por el futuro (Capítulo 23),,Chrome PC (Cadmium),00:18:43,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 06:28:21,00:42:46,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Un día marca una diferencia (Capítulo 22),,Chrome PC (Cadmium),00:42:24,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 05:45:36,00:42:33,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Es difícil ofrecer disculpas (Capítulo 21),,Chrome PC (Cadmium),00:42:18,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 04:58:45,00:42:20,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Dulce rendición (Capítulo 20),,Chrome PC (Cadmium),00:42:31,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 04:16:57,00:41:41,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Carta de amor en el ascensor (Capítulo 19),,Chrome PC (Cadmium),00:42:21,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 03:34:51,00:39:35,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Quédate a mi lado (Capítulo 18),,Chrome PC (Cadmium),00:42:17,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 02:45:21,00:41:50,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Te seguiré hacia la oscuridad (Capítulo 17),,Chrome PC (Cadmium),00:42:15,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 01:59:13,00:42:09,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Un error honesto (Capítulo 16),,Chrome PC (Cadmium),00:42:22,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 01:07:50,00:42:23,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Antes y después (Capítulo 15),,Chrome PC (Cadmium),00:42:23,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-05 00:21:04,00:42:19,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Los latidos de tu corazón (Capítulo 14),,Chrome PC (Cadmium),00:42:20,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-04 23:20:44,00:41:56,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Escalera al cielo (Capítulo 13),,Chrome PC (Cadmium),00:42:30,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-04 22:30:14,00:41:26,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Simpatía por el diablo (Capítulo 12),,Chrome PC (Cadmium),00:42:31,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-04 22:06:14,00:23:26,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Desearía que estuvieras aquí (Capítulo 11),,Chrome PC (Cadmium),00:42:35,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-04 21:37:08,00:19:10,,Anatomía según Grey: Temporada 5: Desearía que estuvieras aquí (Capítulo 11),,Android DefaultWidevineL3Phone Android Phone,00:19:09,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-04 21:32:34,00:04:21,,Anatomía según Grey: Temporada 5: Por mi cuenta (Capítulo 10),,Android DefaultWidevineL3Phone Android Phone,00:42:33,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-04 05:09:20,00:35:17,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Por mi cuenta (Capítulo 10),,Chrome PC (Cadmium),00:39:10,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-04 04:27:55,00:41:16,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: A la media noche (Capítulo 9),,Chrome PC (Cadmium),00:42:26,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-04 04:22:00,00:05:43,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Lazos que atan (Capítulo 8),,Chrome PC (Cadmium),00:42:24,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-04 04:21:39,00:00:14,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Levántate (Capítulo 7),,Chrome PC (Cadmium),00:00:14,00:00:14,AR (Argentina)
Cesar.Talia,2018-06-04 04:21:03,00:00:27,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: La vida en tiempos de guerra (Capítulo 6),,Chrome PC (Cadmium),00:00:37,00:00:37,AR (Argentina)
Cesar.Talia,2018-06-03 19:05:01,00:21:51,,Anatomía según Grey: Temporada 5: Lazos que atan (Capítulo 8),,Android DefaultWidevineL3Phone Android Phone,00:35:32,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-03 18:08:02,00:14:03,,Anatomía según Grey: Temporada 5: Lazos que atan (Capítulo 8),,Android DefaultWidevineL3Phone Android Phone,00:13:50,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-03 18:06:13,00:00:07,,Anatomía según Grey: Temporada 5: Lazos que atan (Capítulo 8),,Android DefaultWidevineL3Phone Android Phone,00:00:00,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-03 17:29:03,00:33:49,,Anatomía según Grey: Temporada 5: Levántate (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:42:32,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-03 07:48:00,00:08:11,,Anatomía según Grey: Temporada 5: Levántate (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:08:55,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-03 07:41:43,00:06:15,,Anatomía según Grey: Temporada 5: La vida en tiempos de guerra (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:42:27,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-03 07:02:59,00:36:28,,Anatomía según Grey: Temporada 5: La vida en tiempos de guerra (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:36:16,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-03 06:15:33,00:40:54,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Trabajo de equipo (Capítulo 5),,Chrome PC (Cadmium),00:42:17,00:42:17,AR (Argentina)
Cesar.Talia,2018-06-03 05:33:27,00:42:02,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Un mundo feliz (Capítulo 4),,Chrome PC (Cadmium),00:42:27,00:42:27,AR (Argentina)
Cesar.Talia,2018-06-03 04:47:49,00:42:06,,Anatomía según Grey: Temporada 5: La inundación (Capítulo 3),,Chrome PC (Cadmium),00:42:27,00:42:27,AR (Argentina)
Cesar.Talia,2018-06-03 04:01:32,00:40:31,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 5: Sueña conmigo (Parte 2) (Capítulo 2),,Chrome PC (Cadmium),00:42:32,00:42:32,AR (Argentina)
Cesar.Talia,2018-06-03 03:36:29,00:20:18,,Vis a vis: Temporada 1: A las 5 en punto de la tarde (Capítulo 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:20:18,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-03 03:36:04,00:00:07,,Vis a vis: Temporada 1: Te vendrán a buscar (Capítulo 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:07,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-03 03:12:19,00:42:28,,Anatomía según Grey: Temporada 5: Sueña conmigo (Parte 1) (Capítulo 1),,Chrome PC (Cadmium),00:42:30,00:42:30,AR (Argentina)
Cesar.Talia,2018-06-03 01:56:54,00:42:27,,Anatomía según Grey: Temporada 4: Libertad: Parte 2 (Capítulo 17),,Chrome PC (Cadmium),00:42:28,00:42:28,AR (Argentina)
Cesar.Talia,2018-06-03 01:23:35,00:31:50,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Libertad: Parte 1 (Capítulo 16),,Chrome PC (Cadmium),00:42:22,00:42:22,AR (Argentina)
Cesar.Talia,2018-06-03 00:39:39,00:10:32,,Anatomía según Grey: Temporada 4: Libertad: Parte 1 (Capítulo 16),,Chrome PC (Cadmium),00:10:32,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-02 23:57:47,00:22:47,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Volviéndose loco (Capítulo 15),,Chrome PC (Cadmium),00:42:14,00:42:14,AR (Argentina)
Cesar.Talia,2018-06-02 20:11:02,00:19:26,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Volviéndose loco (Capítulo 15),,Chrome PC (Cadmium),00:19:27,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-02 19:25:00,00:41:50,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Lo apropiado (Capítulo 14),,Chrome PC (Cadmium),00:42:28,00:42:28,AR (Argentina)
Cesar.Talia,2018-06-02 18:57:10,00:23:22,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Una parte de mi corazón (Capítulo 13),,Chrome PC (Cadmium),00:42:26,00:42:26,AR (Argentina)
Cesar.Talia,2018-06-02 17:39:11,00:19:04,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Una parte de mi corazón (Capítulo 13),,Chrome PC (Cadmium),00:19:04,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-02 03:39:05,00:00:02,,Vengadores: La era de Ultrón,,Chrome PC (Cadmium),00:00:02,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-02 03:37:49,00:00:58,Autoplayed: user action: None; ,Vis a vis: Temporada 1: A las 5 en punto de la tarde (Capítulo 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:03:06,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-02 01:54:34,00:23:33,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Pon tus manos sobre mí (Capítulo 11),,Chrome PC (Cadmium),00:24:02,00:24:02,AR (Argentina)
Cesar.Talia,2018-06-02 01:47:16,01:07:58,Autoplayed: user action: Unspecified; ,Vis a vis: Temporada 1: Te vendrán a buscar (Capítulo 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:07:58,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-02 01:12:38,00:41:43,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Estréllate en mí: Parte 2 (Capítulo 10),,Chrome PC (Cadmium),00:41:43,00:41:43,AR (Argentina)
Cesar.Talia,2018-06-01 04:43:18,00:41:53,Autoplayed: user action: None; ,Anatomía según Grey: Temporada 4: Estréllate en mí: Parte 1 (Capítulo 9),,Chrome PC (Cadmium),00:42:27,00:42:27,AR (Argentina)
Cesar.Talia,2018-06-01 03:59:11,00:42:27,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Por siempre jóvenes (Capítulo 8),,Chrome PC (Cadmium),00:42:37,00:42:37,AR (Argentina)
Cesar.Talia,2018-06-01 03:39:51,00:00:04,Autoplayed: user action: None; ,Vis a vis: Temporada 1: Te vendrán a buscar (Capítulo 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:03:04,Not latest view,AR (Argentina)
Cesar.Talia,2018-06-01 03:11:46,00:46:42,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Atracción física... Reacción química (Capítulo 7),,Chrome PC (Cadmium),00:46:43,00:46:43,AR (Argentina)
Cesar.Talia,2018-06-01 02:24:28,00:45:47,Autoplayed: user action: User_Interaction; ,Anatomía según Grey: Temporada 4: Pelea de kung-fu (Capítulo 6),,Chrome PC (Cadmium),00:47:25,00:47:25,AR (Argentina)
Cesar.Talia,2018-06-01 02:23:24,01:14:01,,Vis a vis: Temporada 1: La cruda realidad (Capítulo 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,01:18:25,Not latest view,AR (Argentina)
